Data,Endereço IP,País,Origem,Ação,Host
07/07/2024 21:52,34.28.160.89,US,Bot-Mitigation,Block,www.wiz.co
07/07/2024 21:43,112.124.12.71,CN,Firewall,Block,www.wiz.co
07/07/2024 21:43,112.124.12.71,CN,Firewall,Block,www.wiz.co
07/07/2024 20:37,134.122.133.27,SG,Bot-Mitigation,Block,www.wiz.co
07/07/2024 15:43,220.231.144.20,CN,Firewall,Block,www.wiz.co
07/07/2024 15:41,110.154.98.233,CN,Firewall,Block,www.wiz.co
07/07/2024 15:16,187.108.197.238,BR,Bot-Mitigation,Challenge,assinatura.wiz.co
07/07/2024 15:16,187.108.197.238,BR,Bot-Mitigation,Challenge,assinatura.wiz.co
07/07/2024 13:53,136.143.176.64,US,Bot-Mitigation,Block,www.wiz.co
07/07/2024 13:03,159.138.109.164,CN,Firewall,Block,news.wiz.co
07/07/2024 11:26,159.223.164.199,US,Bot-Mitigation,Challenge,banestes-sb.wiz.co
07/07/2024 11:12,157.230.223.231,US,Bot-Mitigation,Challenge,banestes.wiz.co
07/07/2024 10:53,143.198.120.174,US,Bot-Mitigation,Challenge,brb-sb.wiz.co
07/07/2024 10:22,15.228.200.244,BR,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:21,45.144.89.182,BR,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:19,54.207.203.147,BR,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:19,45.87.9.13,DE,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:19,15.229.46.138,BR,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:19,194.38.18.62,BR,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:19,209.242.212.46,BR,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:19,15.228.200.244,BR,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:19,52.67.11.47,BR,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:19,161.123.158.124,BR,Bot-Mitigation,Block,assinatura.wiz.co
07/07/2024 10:19,142.93.240.190,US,Bot-Mitigation,Challenge,www.wiz.co
07/07/2024 10:08,147.182.161.209,US,Bot-Mitigation,Challenge,bmg-sb.wiz.co
07/07/2024 10:00,40.116.89.23,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
07/07/2024 10:00,40.116.89.23,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
07/07/2024 09:36,157.230.58.175,US,Bot-Mitigation,Challenge,basa-sb.wiz.co
07/07/2024 09:12,107.180.119.205,US,Bot-Mitigation,Challenge,www.wiz.co
07/07/2024 09:02,23.26.220.31,IN,Bot-Mitigation,Block,www.wiz.co
07/07/2024 07:54,159.223.158.180,US,Bot-Mitigation,Challenge,wpro-sb.wiz.co
07/07/2024 07:05,159.223.164.199,US,Bot-Mitigation,Challenge,assinatura.wiz.co
07/07/2024 06:32,157.245.130.135,US,Bot-Mitigation,Challenge,bmg-wconnect.wiz.co
07/07/2024 06:06,150.138.73.217,CN,Firewall,Block,www.wiz.co
07/07/2024 06:02,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,204.101.161.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,204.101.161.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,204.101.161.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:01,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:00,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 06:00,207.102.138.19,CA,Bot-Mitigation,Challenge,curt.wiz.co
07/07/2024 05:40,220.231.144.20,CN,Firewall,Block,www.wiz.co
07/07/2024 02:01,154.31.248.34,HK,Firewall,Block,www.wiz.co
07/07/2024 01:37,206.168.34.45,US,Bot-Mitigation,Challenge,monitoramento.wiz.co
07/07/2024 01:10,199.45.155.101,US,Bot-Mitigation,Challenge,senddrive.wiz.co
07/07/2024 00:50,206.168.34.221,US,Bot-Mitigation,Challenge,wlog.wiz.co
07/07/2024 00:36,167.94.138.42,US,Bot-Mitigation,Challenge,conseg-sb.wiz.co
07/07/2024 00:27,167.94.146.58,US,Bot-Mitigation,Challenge,conseg-sb.wiz.co
07/07/2024 00:16,147.182.218.194,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
07/07/2024 00:02,154.31.248.34,HK,Firewall,Block,www.wiz.co
06/07/2024 23:51,135.148.100.196,US,Bot-Mitigation,Challenge,pbseg-sb.wiz.co
06/07/2024 23:47,162.142.125.219,US,Bot-Mitigation,Challenge,senddrive.wiz.co
06/07/2024 23:45,192.34.57.190,US,Bot-Mitigation,Challenge,termo.wiz.co
06/07/2024 23:38,199.45.155.101,US,Bot-Mitigation,Challenge,monitoramento.wiz.co
06/07/2024 23:30,135.148.100.196,US,Bot-Mitigation,Challenge,pbseg-sb.wiz.co
06/07/2024 23:08,161.35.110.22,US,Bot-Mitigation,Challenge,senddrive.wiz.co
06/07/2024 23:02,206.168.34.210,US,Bot-Mitigation,Challenge,basa-sb.wiz.co
06/07/2024 22:31,220.231.145.206,CN,Firewall,Block,www.wiz.co
06/07/2024 22:31,220.231.145.206,CN,Firewall,Block,www.wiz.co
06/07/2024 22:24,162.142.125.192,US,Bot-Mitigation,Challenge,senddrive.wiz.co
06/07/2024 22:19,185.184.202.234,DE,Bot-Mitigation,Challenge,www.wiz.co
06/07/2024 22:19,82.135.202.97,LT,Bot-Mitigation,Challenge,www.wiz.co
06/07/2024 22:14,220.231.145.206,CN,Firewall,Block,www.wiz.co
06/07/2024 22:14,220.231.145.206,CN,Firewall,Block,www.wiz.co
06/07/2024 21:36,199.45.155.107,US,Bot-Mitigation,Challenge,monitoramento.wiz.co
06/07/2024 21:32,199.45.154.126,US,Bot-Mitigation,Challenge,www.wiz.co
06/07/2024 21:14,199.45.155.77,US,Bot-Mitigation,Challenge,www.wiz.co
06/07/2024 21:12,206.168.34.113,US,Bot-Mitigation,Challenge,www.wiz.co
06/07/2024 20:58,199.45.154.137,US,Bot-Mitigation,Challenge,basa-sb.wiz.co
06/07/2024 20:53,199.45.155.75,US,Bot-Mitigation,Challenge,wlog.wiz.co
06/07/2024 20:49,206.168.34.199,US,Bot-Mitigation,Challenge,conseg-sb.wiz.co
06/07/2024 20:37,162.142.125.207,US,Bot-Mitigation,Challenge,monitoramento.wiz.co
06/07/2024 20:26,162.142.125.194,US,Bot-Mitigation,Challenge,wlog.wiz.co
06/07/2024 19:25,199.45.155.107,US,Bot-Mitigation,Challenge,prophix.wiz.co
06/07/2024 19:17,199.45.155.94,US,Bot-Mitigation,Challenge,banestes.wiz.co
06/07/2024 19:06,199.45.154.133,US,Bot-Mitigation,Challenge,dash.wiz.co
06/07/2024 19:03,206.168.34.198,US,Bot-Mitigation,Challenge,dash.wiz.co
06/07/2024 18:32,165.227.192.99,US,Bot-Mitigation,Challenge,wlog.wiz.co
06/07/2024 18:26,112.124.12.71,CN,Firewall,Block,www.wiz.co
06/07/2024 18:10,110.154.98.134,CN,Firewall,Block,www.wiz.co
06/07/2024 17:13,206.168.34.221,US,Bot-Mitigation,Challenge,prophix.wiz.co
06/07/2024 17:00,167.94.138.50,US,Bot-Mitigation,Challenge,dash.wiz.co
06/07/2024 16:48,199.45.155.77,US,Bot-Mitigation,Challenge,prophix.wiz.co
06/07/2024 15:45,199.45.154.135,US,Bot-Mitigation,Challenge,dash.wiz.co
06/07/2024 15:01,20.27.20.18,JP,Bot-Mitigation,Block,www.wiz.co
06/07/2024 14:41,167.94.138.32,US,Bot-Mitigation,Challenge,banestes.wiz.co
06/07/2024 14:31,137.184.212.63,US,Bot-Mitigation,Challenge,polishop-sb.wiz.co
06/07/2024 14:21,162.142.125.199,US,Bot-Mitigation,Challenge,banestes.wiz.co
06/07/2024 13:39,159.138.111.129,CN,Firewall,Block,news.wiz.co
06/07/2024 12:32,157.230.54.14,US,Bot-Mitigation,Challenge,pbseg-sb.wiz.co
06/07/2024 12:19,79.137.65.46,FR,Bot-Mitigation,Block,www.wiz.co
06/07/2024 12:17,161.35.114.210,US,Bot-Mitigation,Challenge,parceiros-sb.wiz.co
06/07/2024 10:47,223.223.217.46,HK,Firewall,Block,www.wiz.co
06/07/2024 09:25,157.245.130.135,US,Bot-Mitigation,Challenge,news.wiz.co
06/07/2024 08:53,204.48.16.95,US,Bot-Mitigation,Challenge,prophix.wiz.co
06/07/2024 08:48,3.21.159.38,US,Bot-Mitigation,Block,curt.wiz.co
06/07/2024 08:48,3.145.69.128,US,Bot-Mitigation,Block,curt.wiz.co
06/07/2024 08:37,20.191.45.212,IE,Bot-Mitigation,Block,curt.wiz.co
06/07/2024 08:37,20.191.45.212,IE,Bot-Mitigation,Block,curt.wiz.co
06/07/2024 08:05,159.203.191.94,US,Bot-Mitigation,Challenge,parana-sb.wiz.co
06/07/2024 07:58,161.35.102.80,US,Bot-Mitigation,Challenge,promotiva-sb.wiz.co
06/07/2024 07:29,223.223.217.46,HK,Firewall,Block,www.wiz.co
06/07/2024 06:38,161.35.6.233,US,Bot-Mitigation,Challenge,omni1-sb.wiz.co
06/07/2024 05:54,161.35.114.210,US,Bot-Mitigation,Challenge,monitoramento.wiz.co
06/07/2024 05:44,192.34.59.247,US,Bot-Mitigation,Challenge,protecaodedados.wiz.co
06/07/2024 03:00,220.231.145.199,CN,Firewall,Block,www.wiz.co
06/07/2024 03:00,220.231.145.199,CN,Firewall,Block,www.wiz.co
06/07/2024 02:18,220.231.145.199,CN,Firewall,Block,www.wiz.co
06/07/2024 02:18,220.231.145.199,CN,Firewall,Block,www.wiz.co
06/07/2024 01:51,129.226.158.156,SG,Bot-Mitigation,Challenge,www.wiz.co
05/07/2024 23:24,44.209.126.155,US,Bot-Mitigation,Block,www.wiz.co
05/07/2024 22:06,175.16.68.136,CN,Firewall,Block,www.wiz.co
05/07/2024 19:54,159.89.225.117,US,Bot-Mitigation,Challenge,concept-sb.wiz.co
05/07/2024 19:41,142.93.54.83,US,Bot-Mitigation,Challenge,conseg-sb.wiz.co
05/07/2024 19:26,161.35.122.43,US,Bot-Mitigation,Challenge,curt.wiz.co
05/07/2024 18:53,104.248.114.138,US,Bot-Mitigation,Challenge,corporate-sb.wiz.co
05/07/2024 18:10,137.184.24.95,US,Bot-Mitigation,Challenge,dash.wiz.co
05/07/2024 16:03,45.149.21.174,BR,Bot-Mitigation,Block,senddrive.wiz.co
05/07/2024 16:01,104.47.56.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
05/07/2024 15:40,103.109.81.166,GB,Bot-Mitigation,Block,senddrive.wiz.co
05/07/2024 15:40,103.109.81.166,GB,Bot-Mitigation,Block,senddrive.wiz.co
05/07/2024 15:40,45.139.0.158,GB,Bot-Mitigation,Block,assinatura.wiz.co
05/07/2024 12:35,223.118.50.72,HK,Firewall,Block,assinatura.wiz.co
05/07/2024 12:35,223.118.50.72,HK,Firewall,Block,assinatura.wiz.co
05/07/2024 12:33,223.118.50.72,HK,Firewall,Block,assinatura.wiz.co
05/07/2024 12:33,223.118.50.72,HK,Firewall,Block,assinatura.wiz.co
05/07/2024 12:33,223.118.50.72,HK,Firewall,Block,assinatura.wiz.co
05/07/2024 12:33,223.118.50.72,HK,Firewall,Block,assinatura.wiz.co
05/07/2024 12:33,104.47.57.126,US,Bot-Mitigation,Challenge,termo.wiz.co
05/07/2024 12:32,223.118.50.72,HK,Firewall,Block,assinatura.wiz.co
05/07/2024 12:32,223.118.50.72,HK,Firewall,Block,assinatura.wiz.co
05/07/2024 12:08,3.212.50.29,US,Bot-Mitigation,Challenge,www.wiz.co
05/07/2024 12:04,104.47.56.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
05/07/2024 11:49,104.47.51.126,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
05/07/2024 11:29,104.47.57.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
05/07/2024 11:28,104.47.57.126,US,Bot-Mitigation,Challenge,termo.wiz.co
05/07/2024 11:26,45.85.240.19,GB,Bot-Mitigation,Block,assinatura.wiz.co
05/07/2024 11:24,104.47.51.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
05/07/2024 11:24,104.47.51.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
05/07/2024 11:11,167.100.108.248,GB,Bot-Mitigation,Block,assinatura.wiz.co
05/07/2024 10:55,104.47.57.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
05/07/2024 10:44,104.47.51.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
05/07/2024 10:25,104.47.57.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
05/07/2024 10:17,79.137.65.46,FR,Bot-Mitigation,Block,www.wiz.co
05/07/2024 10:16,162.243.165.132,US,Bot-Mitigation,Challenge,assinatura.wiz.co
05/07/2024 10:10,134.122.118.201,US,Bot-Mitigation,Challenge,banestes-sb.wiz.co
05/07/2024 09:59,8.242.63.50,BR,Waf,Challenge,monitoramento.wiz.co
05/07/2024 09:58,8.242.63.50,BR,Waf,Challenge,monitoramento.wiz.co
05/07/2024 09:58,8.242.63.50,BR,Waf,Challenge,monitoramento.wiz.co
05/07/2024 09:57,8.242.63.50,BR,Waf,Challenge,monitoramento.wiz.co
05/07/2024 09:56,8.242.63.50,BR,Waf,Challenge,monitoramento.wiz.co
05/07/2024 09:54,8.242.63.50,BR,Waf,Challenge,monitoramento.wiz.co
05/07/2024 09:54,8.242.63.50,BR,Waf,Challenge,monitoramento.wiz.co
05/07/2024 09:53,8.242.63.50,BR,Waf,Challenge,monitoramento.wiz.co
05/07/2024 09:53,8.242.63.50,BR,Waf,Challenge,monitoramento.wiz.co
05/07/2024 09:16,118.107.44.40,SG,Bot-Mitigation,Block,www.wiz.co
05/07/2024 09:06,192.241.138.251,US,Bot-Mitigation,Challenge,bmg-wconnect.wiz.co
05/07/2024 09:03,146.190.208.166,US,Bot-Mitigation,Challenge,basa-sb.wiz.co
05/07/2024 08:33,137.184.22.191,US,Bot-Mitigation,Challenge,banestes.wiz.co
05/07/2024 08:15,206.189.194.114,US,Bot-Mitigation,Challenge,bmg-sb.wiz.co
05/07/2024 07:46,220.231.145.199,CN,Firewall,Block,www.wiz.co
05/07/2024 07:45,159.89.94.111,US,Bot-Mitigation,Challenge,brb-sb.wiz.co
05/07/2024 07:34,220.231.145.199,CN,Firewall,Block,www.wiz.co
05/07/2024 05:05,80.76.38.28,CN,Firewall,Block,www.wiz.co
05/07/2024 05:05,54.221.101.190,US,Bot-Mitigation,Block,www.wiz.co
05/07/2024 04:37,135.148.100.196,US,Bot-Mitigation,Challenge,polishop-sb.wiz.co
05/07/2024 04:31,220.231.145.199,CN,Firewall,Block,www.wiz.co
05/07/2024 03:09,119.49.239.194,CN,Firewall,Block,www.wiz.co
05/07/2024 02:11,104.131.68.81,US,Bot-Mitigation,Challenge,www.wiz.co
05/07/2024 00:43,110.40.44.78,CN,Firewall,Block,www.wiz.co
04/07/2024 23:34,42.236.12.243,CN,Firewall,Block,www.wiz.co
04/07/2024 17:16,104.47.51.126,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
04/07/2024 16:49,104.47.57.126,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
04/07/2024 16:48,104.47.51.126,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
04/07/2024 16:45,104.47.51.126,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
04/07/2024 16:20,40.88.21.235,US,Bot-Mitigation,Block,www.wiz.co
04/07/2024 16:20,40.88.21.235,US,Bot-Mitigation,Block,www.wiz.co
04/07/2024 14:48,34.173.72.94,US,Bot-Mitigation,Block,www.wiz.co
04/07/2024 14:19,194.38.27.52,BR,Bot-Mitigation,Block,senddrive.wiz.co
04/07/2024 14:18,104.47.58.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
04/07/2024 13:46,175.20.193.175,CN,Firewall,Block,www.wiz.co
04/07/2024 12:29,104.47.51.126,US,Bot-Mitigation,Challenge,www.wiz.co
04/07/2024 12:29,104.47.57.126,US,Bot-Mitigation,Challenge,www.wiz.co
04/07/2024 12:29,104.47.56.126,US,Bot-Mitigation,Challenge,www.wiz.co
04/07/2024 11:26,104.47.51.126,US,Bot-Mitigation,Challenge,termo.wiz.co
04/07/2024 10:56,104.47.56.126,US,Bot-Mitigation,Challenge,parceiros-sb.wiz.co
04/07/2024 10:55,104.47.56.126,US,Bot-Mitigation,Challenge,parceiros-sb.wiz.co
04/07/2024 10:53,104.47.51.126,US,Bot-Mitigation,Challenge,termo.wiz.co
04/07/2024 10:44,104.47.57.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
04/07/2024 10:35,104.47.51.126,US,Bot-Mitigation,Challenge,parceiros-sb.wiz.co
04/07/2024 07:52,222.211.203.103,CN,Firewall,Block,www.wiz.co
04/07/2024 04:34,135.148.100.196,US,Bot-Mitigation,Challenge,bmg-wconnect.wiz.co
04/07/2024 01:06,119.49.108.15,CN,Firewall,Block,www.wiz.co
03/07/2024 23:16,199.45.155.95,US,Bot-Mitigation,Challenge,parana-sb.wiz.co
03/07/2024 21:54,199.45.155.79,US,Bot-Mitigation,Challenge,parana-sb.wiz.co
03/07/2024 19:02,104.47.58.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
03/07/2024 18:54,2.57.31.178,BR,Bot-Mitigation,Block,senddrive.wiz.co
03/07/2024 18:53,104.47.55.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
03/07/2024 17:58,61.139.77.181,CN,Firewall,Block,www.wiz.co
03/07/2024 17:48,61.139.77.181,CN,Firewall,Block,www.wiz.co
03/07/2024 16:14,34.42.162.110,US,Bot-Mitigation,Challenge,www.wiz.co
03/07/2024 16:14,35.184.177.222,US,Bot-Mitigation,Challenge,www.wiz.co
03/07/2024 16:07,35.184.177.222,US,Bot-Mitigation,Challenge,www.wiz.co
03/07/2024 16:07,35.184.177.222,US,Bot-Mitigation,Challenge,www.wiz.co
03/07/2024 16:06,45.87.9.175,DE,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 16:03,15.228.82.200,BR,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 16:01,94.139.232.179,BR,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 16:00,18.230.35.12,BR,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 16:00,45.87.9.92,DE,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 16:00,15.228.68.120,BR,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 15:59,45.87.9.220,DE,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 15:59,15.228.253.40,BR,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 15:59,15.229.4.184,BR,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 15:58,45.87.9.109,DE,Bot-Mitigation,Block,assinatura.wiz.co
03/07/2024 15:46,104.47.51.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
03/07/2024 15:32,154.31.248.34,HK,Firewall,Block,www.wiz.co
03/07/2024 15:25,104.47.56.126,US,Bot-Mitigation,Challenge,wlog.wiz.co
03/07/2024 14:19,182.44.67.97,CN,Firewall,Block,www.wiz.co
03/07/2024 14:14,104.47.56.126,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
03/07/2024 14:13,104.47.51.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
03/07/2024 14:12,104.47.56.126,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
03/07/2024 14:10,104.47.51.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
03/07/2024 14:09,104.47.51.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
03/07/2024 14:03,113.2.165.208,CN,Firewall,Block,www.wiz.co
03/07/2024 14:03,113.2.165.246,CN,Firewall,Block,www.wiz.co
03/07/2024 14:03,113.2.165.180,CN,Firewall,Block,www.wiz.co
03/07/2024 14:03,60.14.228.176,CN,Firewall,Block,www.wiz.co
03/07/2024 14:03,113.2.165.173,CN,Firewall,Block,www.wiz.co
03/07/2024 13:50,104.47.51.126,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
03/07/2024 13:43,52.56.212.44,GB,Bot-Mitigation,Challenge,curt.wiz.co
03/07/2024 13:43,52.56.212.44,GB,Bot-Mitigation,Challenge,curt.wiz.co
03/07/2024 13:40,110.40.44.78,CN,Firewall,Block,www.wiz.co
03/07/2024 13:26,52.56.212.44,GB,Bot-Mitigation,Challenge,curt.wiz.co
03/07/2024 13:26,52.56.212.44,GB,Bot-Mitigation,Challenge,curt.wiz.co
03/07/2024 12:16,218.27.167.121,CN,Firewall,Block,www.wiz.co
03/07/2024 10:43,191.55.80.16,BR,Waf,Challenge,monitoramento.wiz.co
03/07/2024 10:14,94.139.237.112,BR,Bot-Mitigation,Block,senddrive.wiz.co
03/07/2024 10:12,104.47.55.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
03/07/2024 10:09,104.47.58.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
03/07/2024 10:02,104.47.58.126,US,Bot-Mitigation,Challenge,senddrive.wiz.co
03/07/2024 08:57,112.124.12.71,CN,Firewall,Block,www.wiz.co
03/07/2024 07:52,104.47.51.126,US,Bot-Mitigation,Challenge,tonawiz.wiz.co
03/07/2024 06:55,112.124.12.71,CN,Firewall,Block,www.wiz.co
03/07/2024 05:11,3.21.161.54,US,Bot-Mitigation,Challenge,www.wiz.co
03/07/2024 05:11,3.21.161.54,US,Bot-Mitigation,Challenge,www.wiz.co
03/07/2024 05:11,3.21.161.54,US,Bot-Mitigation,Challenge,www.wiz.co
03/07/2024 04:38,159.138.104.175,CN,Firewall,Block,www.wiz.co
03/07/2024 00:46,202.61.85.27,HK,Firewall,Block,www.wiz.co
03/07/2024 00:46,202.61.85.27,HK,Firewall,Block,www.wiz.co
03/07/2024 00:45,202.61.85.27,HK,Firewall,Block,www.wiz.co
03/07/2024 00:45,202.61.85.27,HK,Firewall,Block,www.wiz.co
03/07/2024 00:45,202.61.85.27,HK,Firewall,Block,www.wiz.co
